,Unnamed: 0,block_id,previous_solution,timeout,model_found,shown_optimal,outcome,solver_time_in_sec,initial_n_instrs,initial_estimated_size,initial_estimated_gas,initial_length,saved_length,saved_size,saved_gas,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,checker,reason,category,real_savings
6947,6947,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_28_0_input,DUP1 PUSH a68ca711 EQ PUSH [tag] 42,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH a68ca711 DUP2 EQ PUSH [tag] 42,4,4,10,12,TRUE,,config3_5_size,0
6952,6952,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_196_0_input,POP PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP3 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 5 PUSH 20 MSTORE PUSH 40 SWAP1 KECCAK256 SLOAD PUSH ff AND ISZERO,10,TRUE,FALSE,model,18.8,22,29,2188,22,1,2,3,PUSH 40 PUSH0 PUSH 5 PUSH 20 PUSH 1 DUP1 PUSH a0 SHL SUB DUP8 PUSH ff SWAP7 POP AND DUP4 MSTORE MSTORE KECCAK256 SLOAD AND ISZERO,21,21,27,2185,TRUE,,config3_5_size,2
6954,6954,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_253_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 8 PUSH 24 DUP3 ADD MSTORE PUSH 14d85b1948195b99 PUSH c2 SHL PUSH 44 DUP3 ADD,10,TRUE,FALSE,model,25.53,23,42,69,23,0,0,0,PUSH 40 MLOAD PUSH 14d85b1948195b99 PUSH 20 DUP3 PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD MSTORE PUSH c2 PUSH 8 PUSH 24 DUP5 ADD MSTORE SHL PUSH 44 DUP3 ADD,23,23,42,69,TRUE,,config3_5_size,0
6955,6955,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_162_3_input,PUSH 8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925 SWAP2 ADD PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1,10,TRUE,TRUE,model,0.39,9,42,27,9,1,1,3,ADD PUSH 40 MLOAD DUP1 PUSH 8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925 SWAP3 SUB SWAP1,8,8,41,24,TRUE,,config3_5_size,1
6956,6956,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_initial_block_2_0_input,PUSH 7 SSTORE PUSH 6 PUSH 9 DUP2 SWAP1 SSTORE PUSH 4 PUSH a DUP2 SWAP1 SSTORE PUSH 5 PUSH b SSTORE PUSH 3e8 PUSH c SSTORE PUSH e SWAP2 SWAP1 SWAP2,10,TRUE,FALSE,model,109.74,22,33,25051,22,3,3,9,PUSH 3e8 PUSH c SSTORE PUSH 6 PUSH 9 PUSH 5 PUSH b SSTORE PUSH 4 SWAP3 PUSH 7 SSTORE DUP3 PUSH a SSTORE DUP2 SWAP1 SSTORE PUSH e,19,19,30,25042,TRUE,,config3_5_size,3
6958,6958,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_42_0_input,DUP1 PUSH 715018a6 EQ PUSH [tag] 31,10,TRUE,TRUE,model,0.14,4,10,12,4,0,0,0,PUSH 715018a6 DUP2 EQ PUSH [tag] 31,4,4,10,12,TRUE,,config3_5_size,0
6970,6970,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_run_code_of_0_block_307_0_input,DUP4 CALLDATALOAD SWAP3 POP PUSH [tag] 395 PUSH 20 DUP6 ADD PUSH [tag] 386,10,TRUE,TRUE,model,0.56,9,14,26,9,0,0,0,DUP4 CALLDATALOAD SWAP3 POP PUSH [tag] 395 PUSH 20 DUP6 ADD PUSH [tag] 386,9,9,14,26,TRUE,,config3_5_size,0
6971,6971,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_383_0_input,DUP1 SWAP2 POP POP SWAP3 POP SWAP3 SWAP1 POP,10,TRUE,TRUE,model,0.25,9,9,23,9,3,3,8,SWAP4 POP POP SWAP1 POP SWAP2,6,6,6,15,TRUE,,config3_5_size,3
6973,6973,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_37_0_input,DUP1 PUSH 8698c211 EQ PUSH [tag] 34,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH 8698c211 DUP2 EQ PUSH [tag] 34,4,4,10,12,TRUE,,config3_5_size,0
6977,6977,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_368_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 188 SWAP1 PUSH [tag] 447,10,TRUE,TRUE,model,1.96,12,22,36,12,1,1,3,PUSH [tag] 188 PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 447,11,11,21,33,TRUE,,config3_5_size,1
6982,6982,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_initial_block_43_0_input,DUP1 DUP6 GT ISZERO PUSH [tag] 84,10,TRUE,TRUE,model,0.2,5,7,15,5,0,0,0,DUP1 DUP6 GT ISZERO PUSH [tag] 84,5,5,7,15,TRUE,,config3_5_size,0
6983,6983,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_383_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB AND PUSH0 DUP2 DUP2 MSTORE PUSH 9 PUSH 20,10,TRUE,TRUE,model,0.4,12,17,35,12,0,1,0,PUSH 1 DUP1 PUSH a0 SHL SUB AND PUSH0 DUP2 DUP2 MSTORE PUSH 9 PUSH 20,12,12,16,35,TRUE,,config3_5_size,1
6984,6984,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_22_0_input,DUP1 PUSH 87fd3a43 EQ PUSH [tag] 18,10,TRUE,TRUE,model,0.14,4,10,12,4,0,0,0,PUSH 87fd3a43 DUP2 EQ PUSH [tag] 18,4,4,10,12,TRUE,,config3_5_size,0
6988,6988,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_165_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP3 AND PUSH [tag] 267,10,TRUE,TRUE,model,0.2,8,13,24,8,0,1,0,PUSH 1 DUP1 PUSH a0 SHL SUB DUP3 AND PUSH [tag] 267,8,8,12,24,TRUE,,config3_5_size,1
6990,6990,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_run_code_of_0_block_166_1_input,PUSH 6365 PUSH f0 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.14,6,10,18,6,0,0,0,PUSH 6365 PUSH f0 SHL PUSH 64 DUP3 ADD,6,6,10,18,TRUE,,config3_5_size,0
6991,6991,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_209_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 1c PUSH 24 DUP3 ADD MSTORE PUSH 50726f706f73616c2068617320616c7265616479206170706c69656400000000 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,7.88,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 1c PUSH 24 DUP3 ADD MSTORE PUSH 50726f706f73616c2068617320616c7265616479206170706c69656400000000 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
6994,6994,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_530_0_input,SWAP1 PUSH [tag] 727,10,TRUE,TRUE,model,0.12,2,4,6,2,0,0,0,SWAP1 PUSH [tag] 727,2,2,4,6,TRUE,,config3_5_size,0
6995,6995,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_401_45_input,DUP3 ADD DUP1 SLOAD DUP3 AND PUSH 72b30cdc1583224381132d379a052a6b10725415 OR SWAP1 SSTORE PUSH d6af72f88c721a14e661c2610e3e60c005041afa3d8b16b5e42d6125ce884dfb DUP1 SLOAD DUP8 AND DUP7 OR SWAP1,10,TRUE,TRUE,model,50.74,18,70,7145,18,0,0,0,DUP3 ADD DUP6 DUP8 PUSH d6af72f88c721a14e661c2610e3e60c005041afa3d8b16b5e42d6125ce884dfb PUSH 72b30cdc1583224381132d379a052a6b10725415 DUP5 SLOAD DUP7 AND OR DUP2 SWAP5 SSTORE SLOAD AND OR SWAP1,18,18,70,7145,TRUE,,config3_5_size,0
6996,6996,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_9_0_input,DUP1 PUSH e75235b8 EQ PUSH [tag] 33,10,TRUE,TRUE,model,0.14,4,10,12,4,0,0,0,PUSH e75235b8 DUP2 EQ PUSH [tag] 33,4,4,10,12,TRUE,,config3_5_size,0
6997,6997,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_run_code_of_0_block_30_0_input,DUP1 PUSH 6fdde03 EQ PUSH [tag] 3,10,TRUE,TRUE,model,0.1,4,10,12,4,0,0,0,PUSH 6fdde03 DUP2 EQ PUSH [tag] 3,4,4,10,12,TRUE,,config3_5_size,0
6999,6999,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_run_code_of_0_block_122_1_input,PUSH 207a65726f PUSH d8 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.24,6,13,18,6,0,0,0,PUSH 207a65726f PUSH d8 SHL PUSH 64 DUP3 ADD,6,6,13,18,TRUE,,config3_5_size,0
7001,7001,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_run_code_of_0_block_229_0_input,PUSH0 DUP3 PUSH0 SUB PUSH [tag] 320,10,TRUE,TRUE,model,0.19,5,7,13,5,0,0,-1,PUSH0 DUP3 DUP2 SUB PUSH [tag] 320,5,5,7,14,TRUE,,config3_5_size,0
7003,7003,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_TokenRecover_run_code_of_0_block_25_4_input,ISZERO DUP1 ISZERO PUSH [tag] 44,10,TRUE,TRUE,model,0.15,4,6,12,4,0,0,0,ISZERO DUP1 ISZERO PUSH [tag] 44,4,4,6,12,TRUE,,config3_5_size,0
7004,7004,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_run_code_of_0_block_136_1_input,PUSH 72657373 PUSH e0 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.21,6,12,18,6,0,0,0,PUSH 72657373 PUSH e0 SHL PUSH 64 DUP3 ADD,6,6,12,18,TRUE,,config3_5_size,0
7005,7005,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_268_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB SWAP3 DUP4 AND PUSH 20 SWAP2 DUP3 MUL SWAP3 SWAP1 SWAP3 ADD DUP2 ADD SWAP2 SWAP1 SWAP2,10,TRUE,TRUE,model,73.56,21,25,65,21,6,6,18,PUSH 20 MUL ADD PUSH 1 DUP1 PUSH a0 SHL SUB SWAP2 DUP3 AND PUSH 20 DUP1 SWAP3 ADD,15,15,19,47,TRUE,,config3_5_size,6
7008,7008,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_ERC20_run_code_of_0_block_3_0_input,PUSH0 CALLDATALOAD PUSH e0 SHR DUP1 PUSH 39509351 GT PUSH [tag] 14,10,TRUE,TRUE,model,0.24,8,15,23,8,0,0,0,PUSH0 CALLDATALOAD PUSH e0 SHR DUP1 PUSH 39509351 GT PUSH [tag] 14,8,8,15,23,TRUE,,config3_5_size,0
7010,7010,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_444_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 13 PUSH 24 DUP3 ADD MSTORE PUSH 43616e6e6f74206661726d206e6f7468696e67 PUSH 68 SHL PUSH 44 DUP3 ADD,10,TRUE,FALSE,model,18.94,23,53,69,23,0,0,0,PUSH 40 MLOAD PUSH 43616e6e6f74206661726d206e6f7468696e67 PUSH 20 DUP3 PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD MSTORE PUSH 68 PUSH 13 PUSH 24 DUP5 ADD MSTORE SHL PUSH 44 DUP3 ADD,23,23,53,69,TRUE,,config3_5_size,0
7015,7015,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_189_0_input,POP PUSH0 SLOAD PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP4 DUP2 AND SWAP2 AND EQ ISZERO,10,TRUE,TRUE,model,27.71,15,18,2140,15,0,1,0,POP PUSH0 SLOAD PUSH 1 DUP1 PUSH a0 SHL SUB DUP1 DUP5 AND SWAP2 AND EQ ISZERO,15,15,17,2140,TRUE,,config3_5_size,1
7017,7017,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_242_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP6 AND PUSH0 SWAP1 DUP2 MSTORE PUSH e PUSH 20 MSTORE PUSH 40 SWAP1 KECCAK256 SLOAD PUSH [tag] 298 SWAP1 PUSH [tag] 299,10,TRUE,FALSE,model,167.24,21,31,2186,21,2,3,6,PUSH [tag] 298 PUSH e PUSH 20 MSTORE PUSH 40 PUSH0 PUSH a0 PUSH 1 DUP1 DUP11 SWAP3 SHL SUB AND DUP2 MSTORE KECCAK256 SLOAD PUSH [tag] 299,19,19,28,2180,TRUE,,config3_5_size,3
7021,7021,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_241_0_input,PUSH [tag] 297 SELFBALANCE PUSH [tag] 144,10,TRUE,TRUE,model,0.12,3,7,11,3,0,0,0,PUSH [tag] 297 SELFBALANCE PUSH [tag] 144,3,3,7,11,TRUE,,config3_5_size,0
7027,7027,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_243_1_input,PUSH 60 DUP2 ADD SWAP2 SWAP1 SWAP2,10,TRUE,TRUE,model,0.12,6,7,18,6,2,2,6,SWAP1 DUP2 PUSH 60 ADD,4,4,5,12,TRUE,,config3_5_size,2
7029,7029,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_run_code_of_0_block_20_0_input,DUP1 PUSH 42966c68 EQ PUSH [tag] 10,10,TRUE,TRUE,model,0.1,4,10,12,4,0,0,0,PUSH 42966c68 DUP2 EQ PUSH [tag] 10,4,4,10,12,TRUE,,config3_5_size,0
7030,7030,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_run_code_of_0_block_11_0_input,DUP1 PUSH a64e4f8a EQ PUSH [tag] 21,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH a64e4f8a DUP2 EQ PUSH [tag] 21,4,4,10,12,TRUE,,config3_5_size,0
7035,7035,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_Ownable_run_code_of_0_block_0_0_input,PUSH 80 PUSH 40 MSTORE CALLVALUE DUP1 ISZERO PUSH [tag] 1,10,TRUE,TRUE,model,0.13,7,11,20,7,0,0,1,PUSH 80 PUSH 40 MSTORE CALLVALUE CALLVALUE ISZERO PUSH [tag] 1,7,7,11,19,TRUE,,config3_5_size,0
7036,7036,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_initial_block_8_0_input,DUP1 MLOAD PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP2 AND DUP2 EQ PUSH [tag] 20,10,TRUE,TRUE,model,0.43,12,17,36,12,0,1,0,DUP1 MLOAD DUP1 PUSH 1 DUP1 PUSH a0 SHL SUB DUP3 AND EQ PUSH [tag] 20,12,12,16,36,TRUE,,config3_5_size,1
7038,7038,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_initial_block_35_0_input,POP POP DUP1 MLOAD PUSH 20 SWAP1 SWAP2 ADD MLOAD SWAP1 SWAP3 SWAP1 SWAP2 POP,10,TRUE,TRUE,model,0.58,14,15,39,14,4,4,12,DUP3 PUSH 20 ADD MLOAD SWAP4 POP POP POP MLOAD SWAP2,10,10,11,27,TRUE,,config3_5_size,4
7040,7040,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_163_4_input,ISZERO DUP1 ISZERO PUSH [tag] 222,10,TRUE,TRUE,model,0.15,4,6,12,4,0,0,0,ISZERO DUP1 ISZERO PUSH [tag] 222,4,4,6,12,TRUE,,config3_5_size,0
7044,7044,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_167_0_input,PUSH0 DUP2 GT PUSH [tag] 270,10,TRUE,TRUE,model,0.15,4,6,11,4,0,0,0,PUSH0 DUP2 GT PUSH [tag] 270,4,4,6,11,TRUE,,config3_5_size,0
7045,7045,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_run_code_of_0_block_75_1_input,PUSH 6e6572206e6f7220617070726f76656420666f7220616c6c0000000000000000 PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.17,4,37,12,4,0,0,0,PUSH 6e6572206e6f7220617070726f76656420666f7220616c6c0000000000000000 DUP2 PUSH 64 ADD,4,4,37,12,TRUE,,config3_5_size,0
7046,7046,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_14_0_input,DUP1 PUSH 79c50eeb GT PUSH [tag] 35,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,DUP1 PUSH 79c50eeb GT PUSH [tag] 35,4,4,10,12,TRUE,,config3_5_size,0
7047,7047,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_Owned_run_code_of_0_block_5_0_input,DUP1 PUSH b5ed298a EQ PUSH [tag] 5,10,TRUE,TRUE,model,0.1,4,10,12,4,0,0,0,PUSH b5ed298a DUP2 EQ PUSH [tag] 5,4,4,10,12,TRUE,,config3_5_size,0
7050,7050,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_525_0_input,SWAP2 SWAP16 SWAP1 SWAP15 POP SWAP1 SWAP13 POP SWAP6 SWAP11 POP SWAP4 SWAP9 POP SWAP2 SWAP7 POP SWAP3 SWAP5 POP POP POP POP POP,10,TRUE,FALSE,model,237.75,24,24,62,24,5,5,15,SWAP14 POP SWAP14 POP SWAP10 POP POP POP POP SWAP5 POP SWAP1 SWAP6 POP SWAP4 SWAP8 SWAP2 POP POP,19,19,19,47,TRUE,,config3_5_size,5
7061,7061,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_17_0_input,DUP1 PUSH 9be99d7e EQ PUSH [tag] 22,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH 9be99d7e DUP2 EQ PUSH [tag] 22,4,4,10,12,TRUE,,config3_5_size,0
7063,7063,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_run_code_of_0_block_140_0_input,PUSH 40 MLOAD SWAP1 DUP1 DUP3 MSTORE DUP1 PUSH 1f ADD PUSH 1f NOT AND PUSH 20 ADD DUP3 ADD PUSH 40 MSTORE DUP1 ISZERO PUSH [tag] 211,10,TRUE,FALSE,model,6.31,21,28,63,21,0,0,0,DUP1 DUP2 ISZERO PUSH [tag] 211 PUSH 40 MLOAD PUSH 20 PUSH 1f NOT PUSH 1f DUP4 SWAP8 ADD AND DUP6 DUP8 MSTORE ADD ADD PUSH 40 MSTORE,21,21,28,63,TRUE,,config3_5_size,0
7064,7064,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_ERC20_run_code_of_0_block_5_0_input,DUP1 PUSH 70a08231 EQ PUSH [tag] 9,10,TRUE,TRUE,model,0.14,4,10,12,4,0,0,0,PUSH 70a08231 DUP2 EQ PUSH [tag] 9,4,4,10,12,TRUE,,config3_5_size,0
7066,7066,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_initial_block_22_0_input,PUSH 1f DUP6 ADD PUSH 5 SHR DUP3 ADD SWAP2 POP,10,TRUE,TRUE,model,0.32,9,11,26,9,1,1,2,SWAP1 DUP5 PUSH 1f ADD PUSH 5 SHR ADD SWAP1,8,8,10,24,TRUE,,config3_5_size,1
7068,7068,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_14_0_input,DUP1 PUSH aca1638d EQ PUSH [tag] 29,10,TRUE,TRUE,model,0.1,4,10,12,4,0,0,0,PUSH aca1638d DUP2 EQ PUSH [tag] 29,4,4,10,12,TRUE,,config3_5_size,0
7074,7074,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_43_0_input,DUP1 PUSH 715018a6 EQ PUSH [tag] 32,10,TRUE,TRUE,model,0.14,4,10,12,4,0,0,0,PUSH 715018a6 DUP2 EQ PUSH [tag] 32,4,4,10,12,TRUE,,config3_5_size,0
7077,7077,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_457_0_input,DUP3 ADD PUSH 1f DUP2 ADD DUP5 SGT PUSH [tag] 610,10,TRUE,TRUE,model,0.28,8,11,24,8,0,0,0,DUP3 ADD DUP1 PUSH 1f ADD DUP5 SGT PUSH [tag] 610,8,8,11,24,TRUE,,config3_5_size,0
7078,7078,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_ERC20_run_code_of_0_block_20_0_input,PUSH [tag] 19 PUSH [tag] 20 CALLDATASIZE PUSH 4 PUSH [tag] 21,10,TRUE,TRUE,model,0.17,5,12,14,5,0,0,0,PUSH [tag] 19 PUSH [tag] 20 CALLDATASIZE PUSH 4 PUSH [tag] 21,5,5,12,14,TRUE,,config3_5_size,0
7081,7081,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_ERC20_run_code_of_0_block_13_0_input,DUP1 PUSH 18160ddd EQ PUSH [tag] 5,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH 18160ddd DUP2 EQ PUSH [tag] 5,4,4,10,12,TRUE,,config3_5_size,0
7082,7082,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_397_0_input,DUP2 DUP2 LT ISZERO PUSH [tag] 522,10,TRUE,TRUE,model,0.18,5,7,15,5,0,0,0,DUP2 DUP2 LT ISZERO PUSH [tag] 522,5,5,7,15,TRUE,,config3_5_size,0
7084,7084,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_251_0_input,PUSH 2711 PUSH [tag] 323 PUSH 8 SLOAD SWAP1,10,TRUE,TRUE,model,0.16,5,10,2112,5,1,1,3,PUSH 2711 PUSH 8 SLOAD PUSH [tag] 323,4,4,9,2109,TRUE,,config3_5_size,1
7085,7085,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_204_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 596f75722062757920636f6f6c646f776e20686173206e6f7420657870697265 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,4.77,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 596f75722062757920636f6f6c646f776e20686173206e6f7420657870697265 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
7086,7086,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_168_0_input,PUSH0 PUSH [tag] 229 ADDRESS PUSH [tag] 80,10,TRUE,TRUE,model,0.09,4,8,10,4,0,0,0,PUSH0 PUSH [tag] 229 ADDRESS PUSH [tag] 80,4,4,8,10,TRUE,,config3_5_size,0
7087,7087,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_401_66_input,DUP3 ADD DUP1 SLOAD DUP3 AND PUSH 3b3cc22af3ae1eac0440bcee416b40 OR SWAP1 SSTORE PUSH 53464cc6a9fcaf4c38c21600dac37f7f00e7dbf2dff8b52be43719571c70c883 DUP1 SLOAD DUP8 AND DUP7 OR SWAP1,10,TRUE,TRUE,model,84.2,18,65,7145,18,0,0,0,DUP3 ADD DUP6 DUP8 PUSH 53464cc6a9fcaf4c38c21600dac37f7f00e7dbf2dff8b52be43719571c70c883 PUSH 3b3cc22af3ae1eac0440bcee416b40 DUP5 SLOAD DUP7 AND OR DUP2 SWAP5 SSTORE SLOAD AND OR SWAP1,18,18,65,7145,TRUE,,config3_5_size,0
7089,7089,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_ERC20_run_code_of_0_block_102_0_input,SWAP2 POP PUSH [tag] 158 PUSH 20 DUP5 ADD PUSH [tag] 134,10,TRUE,TRUE,model,0.26,7,12,20,7,0,0,0,SWAP2 POP PUSH [tag] 158 DUP4 PUSH 20 ADD PUSH [tag] 134,7,7,12,20,TRUE,,config3_5_size,0
7090,7090,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_249_1_input,PUSH 65666c656374696f6e73 PUSH b0 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.22,6,18,18,6,0,0,0,PUSH 65666c656374696f6e73 PUSH b0 SHL PUSH 64 DUP3 ADD,6,6,18,18,TRUE,,config3_5_size,0
7091,7091,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_375_0_input,DUP1 SWAP2 POP POP SWAP3 SWAP6 POP SWAP3 SWAP6 POP SWAP3 SWAP6,10,TRUE,TRUE,model,11.77,12,12,32,12,3,3,8,SWAP4 SWAP7 POP POP SWAP3 SWAP6 POP SWAP3 SWAP6,9,9,9,24,TRUE,,config3_5_size,3
7094,7094,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_26_0_input,DUP1 PUSH 18160ddd EQ PUSH [tag] 5,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH 18160ddd DUP2 EQ PUSH [tag] 5,4,4,10,12,TRUE,,config3_5_size,0
