,block_id,previous_solution,timeout,solver_time_in_sec,outcome,initial_n_instrs,model_found,shown_optimal,initial_length,saved_length,checker,reason,solution_found,optimized_n_instrs,optimized_length
758,folder16_json_7,"local.tee[local_index(1)] i32.load16_s[5,1] local.set[local_index(0)] call[function_index(0)] i32.load16_u[5,4] local.set[local_index(0)] i32.store16[1,2] i32.store[3,4] i32.store8[3,2] i32.load8_u[2,4] local.tee[local_index(0)] i32.store8[4,0] i32.load16_u[2,1] local.tee[local_index(0)] i32.load[3,1] i32.store[0,1]",10,0.97,optimal,16,True,True,16,1,True,,TEE2 i32.load16_s_1 call[function_index(0)]_3 SET1 i32.load16_u_4 SET1 i32.store16_6 i32.store_7 i32.store8_8 i32.load8_u_9 i32.store8_11 i32.load16_u_12 TEE1 i32.load_14 i32.store_15,15.0,15.0
759,folder11_json_22,"call[function_index(0)] i32.load8_s[4,5] i32.load16_s[0,1] local.set[local_index(0)] local.tee[local_index(1)] i32.store[3,0] local.tee[local_index(0)] local.set[local_index(1)] i32.load8_u[1,0] i32.store8[0,4] local.tee[local_index(0)]",10,0.3,optimal,11,True,True,11,2,True,,call[function_index(0)]_0 i32.load8_s_1 i32.load16_s_2 SET1 i32.store_5 SET2 i32.load8_u_8 i32.store8_9 TEE1,9.0,9.0
760,folder6_json_17,"local.set[local_index(1)] i32.sub i32.load[0,4] local.tee[local_index(0)] i32.load8_s[0,3] i32.sub",10,0.09,optimal,6,True,True,6,0,True,,SET2 i32.sub_1 i32.load_2 TEE1 i32.load8_s_4 i32.sub_0,6.0,6.0
761,folder11_json_36,"i32.load16_u[2,5] i32.load16_s[2,1] i32.store[3,0] i32.const[79] local.tee[local_index(0)] local.set[local_index(1)] i32.const[81] i32.store8[4,5] i32.load16_s[5,2] local.get[local_index(1)] i32.store[2,1]",10,0.32,optimal,11,True,True,11,1,True,,i32.load16_u_0 i32.load16_s_1 i32.store_2 i32.const_0 i32.store8_7 i32.load16_s_8 i32.const_1 TEE2 TEE1 i32.store_10,10.0,10.0
762,folder12_json_92,"i32.load8_u[2,1] local.set[local_index(1)] local.tee[local_index(0)] i32.load16_s[4,1] i32.sub i32.add i32.add local.set[local_index(0)] i32.store8[3,4] call[function_index(0)] i32.store[3,4] i32.load8_u[0,2]",10,0.46,optimal,12,True,True,12,1,True,,i32.load8_u_0 SET2 i32.load16_s_3 i32.sub_0 i32.add_0 i32.add_1 SET1 i32.store8_8 call[function_index(0)]_9 i32.store_10 i32.load8_u_11,11.0,11.0
763,folder15_json_9,"local.tee[local_index(1)] local.tee[local_index(1)] i32.load16_u[5,2] i32.load[1,0] i32.const[81] local.get[local_index(0)] i32.load8_s[1,5] i32.store16[4,1] i32.load16_s[3,0] i32.load16_u[4,5] i32.load16_s[1,4] i32.load8_s[2,2] i32.load8_s[2,5] i32.store8[5,1] i32.load16_u[5,4]",10,0.84,optimal,15,True,True,15,1,True,,TEE1 i32.load16_u_2 i32.load_3 i32.const_0 local.get_0 i32.load8_s_6 i32.store16_7 i32.load16_s_8 i32.load16_u_9 i32.load16_s_10 i32.load8_s_11 i32.load8_s_12 i32.store8_13 i32.load16_u_14,14.0,14.0
764,folder12_json_86,"i32.load8_u[3,3] i32.load16_u[4,2] call[function_index(0)] i32.load[4,0] i32.load16_u[3,3] i32.add local.tee[local_index(0)] i32.load8_s[2,0] i32.store8[0,3] local.tee[local_index(1)] call[function_index(1)] local.get[local_index(0)]",10,0.48,optimal,12,True,True,12,0,True,,i32.load8_u_0 i32.load16_u_1 call[function_index(0)]_2 i32.load_3 i32.load16_u_4 i32.add_0 TEE1 i32.load8_s_7 i32.store8_8 TEE2 call[function_index(1)]_10 GET1,12.0,12.0
765,folder15_json_49,"i32.add local.set[local_index(0)] i32.store[4,4] i32.load8_s[3,3] local.tee[local_index(0)] i32.load8_s[3,0] local.get[local_index(0)] i32.store16[1,4] local.set[local_index(1)] i32.add i32.sub i32.load8_s[1,5] i32.sub i32.load8_u[1,0] i32.load8_u[2,1]",10,1.06,optimal,15,True,True,15,0,True,,POP POP i32.store_2 i32.load8_s_3 TEE1 i32.load8_s_5 GET1 i32.store16_7 SET2 i32.add_0 i32.sub_0 i32.load8_s_11 i32.sub_1 i32.load8_u_13 i32.load8_u_14,15.0,15.0
766,folder15_json_61,"i32.store16[5,1] local.set[local_index(0)] i32.sub i32.add local.get[local_index(1)] i32.load16_u[4,4] i32.load16_u[3,2] i32.store8[3,0] i32.const[80] i32.load8_u[1,2] local.get[local_index(0)] i32.const[64] local.tee[local_index(1)] local.set[local_index(1)] local.tee[local_index(1)]",10,0.75,optimal,15,True,True,15,3,True,,i32.store16_0 SET1 i32.sub_0 i32.add_0 GET2 i32.load16_u_5 i32.load16_u_6 i32.store8_7 i32.const_0 i32.load8_u_9 GET1 TEE2,12.0,12.0
767,select,"local.get[local_index(2)] local.get[local_index(1)] i32.store8[0,0] local.get[local_index(2)] i32.const[1] i32.add local.get[local_index(2)] local.get[local_index(6)] i32.const[1] i32.add local.tee[local_index(6)] i32.const[7] i32.gt_u local.tee[local_index(1)] select local.set[local_index(2)] i32.const[0] local.get[local_index(6)] local.get[local_index(1)] select local.set[local_index(6)] local.get[local_index(4)] i32.const[-1] i32.add local.set[local_index(7)] local.get[local_index(0)] i32.const[-1] i32.add local.set[local_index(1)]",10,179.99,no_model,29,False,False,29,0,True,,,,
768,folder15_json_75,"local.set[local_index(0)] i32.load8_u[5,1] call[function_index(0)] i32.load[0,0] local.set[local_index(1)] local.set[local_index(1)] i32.store[2,0] local.get[local_index(0)] i32.store[4,5] i32.load8_s[1,5] local.set[local_index(0)] local.tee[local_index(1)] i32.store16[1,4] i32.add i32.load[5,2]",10,0.77,optimal,15,True,True,15,0,True,,SET1 i32.load8_u_1 call[function_index(0)]_2 i32.load_3 SET2 SET3 i32.store_6 GET1 i32.store_8 i32.load8_s_9 SET1 TEE2 i32.store16_12 i32.add_0 i32.load_14,15.0,15.0
